image_path,edge_density,mean_b,mean_g,mean_r,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7
img_005489.jpg,0.215820313,185.7045898,185.0336914,179.0847168,0.37495348464148714,1.73763037483436,2.0541825192885863,3.19295600664781,-5.8193651903732935,-4.118238061157574,-6.757261673731312
img_005490.jpg,0.174560547,67.88500977,69.43481445,81.81445313,0.7977599370478824,5.142986003168308,6.30454987993371,9.894551415998071,-9.999999999734026,9.999704181554705,9.999999999648747
img_005491.jpg,0.068115234,72.89819336,56.36499023,56.27392578,0.09055047743021669,0.836374176296015,0.20399389100227397,0.9286644519383054,1.93788625829562,-2.3788100667563543,1.525254278401231
img_005492.jpg,0.039550781,47.61962891,50.39404297,59.41137695,0.795677978701629,4.290654300673421,4.660240830625296,7.223552274291515,9.999735643409542,9.283114098778453,-9.999867093219466
img_005493.jpg,0.073242188,46.09594727,39.54785156,44.72558594,0.7507268146235506,3.146303805445329,3.7576574446835025,4.351098135825151,-8.395386601636597,-5.92425745917373,9.463251170074377
img_005494.jpg,0.091308594,58.40063477,56.39208984,66.91577148,0.48615756075062944,1.4602345566389705,1.7401498701653513,2.1759702151400058,4.140325678845575,2.9772312398362444,-4.906011621931351
img_005495.jpg,0.006103516,45.88671875,34.31713867,30.07177734,0.37529433599101547,1.04565550238224,1.3337525423011445,1.6859290375887301,3.1976170449058334,2.208969192241431,-4.23180261224277
img_005496.jpg,0.196533203,154.9433594,161.0771484,185.9743652,0.797537394560204,4.630400014607209,6.113659162200026,9.55066237627644,9.999999990841307,9.997219358085708,9.999999998332614
img_005497.jpg,0.165283203,202.284668,196.7915039,205.6958008,0.7761423972573833,4.09797545685805,5.79841552446073,8.823554922135553,9.999999738481756,9.96697810178051,9.999999881067788
img_005498.jpg,0.112304688,154.394043,128.0168457,119.848877,0.7775004100979601,4.528413313914966,5.297222912801761,7.008171832001508,-9.99975401547538,9.206045197923933,9.999829459266849
img_005499.jpg,0.198486328,97.05908203,84.32788086,92.07543945,0.7173462303320698,4.491209303539421,2.3554796557794395,6.073067334337375,-9.858436999572648,-8.50815413565926,-9.871914138832429
img_005500.jpg,0.0,35.06542969,30.58911133,30.03100586,0.5482812731687212,1.4135499387577959,2.3888198205900215,3.3587109195493214,-6.48449636635067,-4.2141684522682406,6.3139429326414485
img_005501.jpg,0.0,30.54882813,27.5456543,29.60107422,0.7970046696525772,5.835112732809916,5.729394583068538,9.483286590193833,9.999999993649196,9.998802678994052,9.99999998050681
